bin,total_avg,total_sum,total_min,total_max,avg_elapsed,max_elapsed,eval_set,total_cases,label,executed_at
v303_bucket_mixed,4934,493378,4927,4938,1476,1516,tools/in,100,bucket_plus_mixed_all,2026-04-26T18:49:23+09:00
v213_mixed_c,4934,493368,4927,4938,780,1204,tools/in,100,mixed_b_plus_shallow_c4,2026-04-26T18:51:40+09:00
v213_mixed_c,4934,493365,4927,4938,751,1020,tools/in,100,mixed_b_plus_shallow_c8,2026-04-26T18:53:24+09:00
v213_mixed_c,4934,493368,4927,4938,768,1153,tools/in,100,mixed_b_plus_shallow_c4_final,2026-04-26T18:54:57+09:00
v305_integrated_split,4935,493457,4928,4940,1240,2206,tools/in,100,mixed_c_plus_split,2026-04-26T18:58:59+09:00
v401_guaranteed_sort,4649,464903,4614,4688,298,976,tools/in,100,,2026-04-26T20:51:09+09:00
v401_guaranteed_sort,4649,464903,4614,4688,274,356,tools/in,100,,2026-04-26T20:51:45+09:00
v402_beam_fixed,4941,494050,4929,4948,434,497,tools/in,100,,2026-04-26T21:50:12+09:00
v402_beam_fixed,4944,494403,4937,4952,1364,1695,tools/in,100,,2026-04-26T21:55:18+09:00
v402_beam_fixed,4679,467864,4614,4949,2235,2958,tools/in,100,,2026-04-26T22:04:02+09:00
v402_beam_fixed,4912,491189,4621,4952,1507,1744,tools/in,100,,2026-04-26T22:06:23+09:00
v402_beam_fixed,4906,490572,4614,4952,1583,1806,tools/in,100,,2026-04-26T22:07:34+09:00
v402_beam_fixed,4941,494050,4929,4948,550,667,tools/in,100,,2026-04-26T22:09:02+09:00
v403_block_greedy,4701,470116,4626,4764,6,16,tools/in,100,v403_block_greedy,2026-04-27T01:13:41+09:00
v404_block_merge,4888,488755,4853,4909,7,35,tools/in,100,v404_block_merge,2026-04-28T01:08:22+09:00
v404_block_merge,4886,488597,4850,4912,7,16,tools/in,100,v404_free_anchor,2026-04-28T01:23:43+09:00
v404_block_merge,4724,472352,4679,4775,40,51,tools/in,100,v404_free_blocks_order2,2026-04-28T01:39:22+09:00
v404_block_merge,4761,476076,4725,4814,40,54,tools/in,100,v404_free_blocks_packed,2026-04-28T01:39:47+09:00
v404_block_merge,4792,479152,4753,4822,8,17,tools/in,100,v404_parallel_wave_fixed,2026-04-28T01:57:47+09:00
v404_block_merge,4791,479120,4739,4830,9,17,tools/in,100,v404_parallel_wave_jobs8,2026-04-28T01:58:00+09:00
v404_block_merge,4790,479006,4745,4829,7,11,tools/in,100,v404_parallel_wave_jobs5,2026-04-28T01:58:16+09:00
v404_block_merge,4792,479152,4753,4822,8,43,tools/in,100,v404_parallel_wave_final,2026-04-28T01:58:44+09:00
v405_beam_wave,4828,482791,4797,4857,224,298,tools/in,100,v405_beam_wave,2026-04-28T02:04:35+09:00
v405_beam_wave,4828,482791,4797,4857,223,300,tools/in,100,v405_beam_wave_final,2026-04-28T02:05:56+09:00
v405_beam_wave,4853,485342,4826,4876,225,299,tools/in,100,v405_beam_wave_compact,2026-04-28T09:58:51+09:00
v406_wave_staging,4885,488511,4837,4910,236,286,tools/in,100,v406_candidate_dp_fix,2026-04-28T10:27:07+09:00
v406_wave_staging,4875,487513,4831,4907,301,381,tools/in,100,v406_active16,2026-04-28T10:27:55+09:00
v406_wave_staging,4883,488253,4827,4907,346,415,tools/in,100,v406_balanced_order,2026-04-28T10:28:46+09:00
v406_wave_staging,4889,488945,4834,4916,304,373,tools/in,100,v406_prefer_sid_suffix,2026-04-28T10:30:00+09:00
v406_wave_staging,4890,488955,4834,4916,306,380,tools/in,100,v406_phase2_keep_fixed,2026-04-28T10:31:04+09:00
v406_wave_staging,4890,488994,4835,4916,300,384,tools/in,100,v406_final_sid_if_wrong_dep,2026-04-28T10:31:58+09:00
v406_wave_staging,4890,488994,4835,4916,298,343,tools/in,100,v406_wave_staging_final,2026-04-28T10:33:25+09:00
v407_wave_target,4906,490619,4876,4919,193,231,tools/in,100,v407_weighted_staging,2026-04-28T10:41:37+09:00
v407_wave_target,4903,490255,4885,4919,217,441,tools/in,100,v407_active12,2026-04-28T10:42:18+09:00
v407_wave_target,4906,490599,4876,4919,196,260,tools/in,100,v407_stage_bonus3200,2026-04-28T10:42:54+09:00
v407_wave_target,4906,490600,4876,4919,191,217,tools/in,100,v407_stage_bonus1600,2026-04-28T10:43:21+09:00
v407_wave_target,4906,490595,4876,4919,192,221,tools/in,100,v407_direct_bonus4500,2026-04-28T10:43:54+09:00
v407_wave_target,4900,489987,4874,4916,213,265,tools/in,100,v407_balanced_order,2026-04-28T10:44:40+09:00
v407_wave_target,4906,490628,4889,4922,201,372,tools/in,100,v407_active9,2026-04-28T10:45:20+09:00
v407_wave_target,4906,490556,4886,4921,195,309,tools/in,100,v407_active8,2026-04-28T10:45:53+09:00
v407_wave_target,4906,490628,4889,4922,185,279,tools/in,100,v407_cand48,2026-04-28T10:46:31+09:00
v407_wave_target,4906,490628,4889,4922,196,369,tools/in,100,v407_cand36,2026-04-28T10:47:18+09:00
v407_wave_target,4905,490541,4886,4922,190,231,tools/in,100,v407_stage_line_r,2026-04-28T10:48:04+09:00
v407_wave_target,4906,490567,4887,4919,195,264,tools/in,100,v407_stage_line_u,2026-04-28T10:48:37+09:00
v407_wave_target,4906,490628,4889,4922,188,222,tools/in,100,v407_wave_target_final,2026-04-28T10:49:09+09:00
v408_place_load,4908,490774,4893,4921,188,227,tools/in,100,v408_full_penalty_clamped,2026-04-28T11:12:52+09:00
v408_place_load,4906,490591,4892,4921,192,235,tools/in,100,v408_no_load_bonus,2026-04-28T11:13:40+09:00
v408_place_load,4908,490830,4892,4918,188,241,tools/in,100,v408_load_bonus50,2026-04-28T11:14:07+09:00
v408_place_load,4909,490946,4895,4920,184,225,tools/in,100,v408_load_bonus70,2026-04-28T11:14:34+09:00
v408_place_load,4908,490818,4894,4921,185,253,tools/in,100,v408_load_bonus100,2026-04-28T11:15:00+09:00
v408_place_load,4909,490945,4895,4920,188,251,tools/in,100,v408_full_penalty5000,2026-04-28T11:15:31+09:00
v408_place_load,4909,490943,4895,4920,186,213,tools/in,100,v408_full_penalty9000,2026-04-28T11:15:58+09:00
v408_place_load,4908,490846,4894,4919,184,239,tools/in,100,v408_park_sid_head,2026-04-28T11:16:53+09:00
v408_place_load,4909,490946,4895,4920,196,411,tools/in,100,v408_place_load_final,2026-04-28T11:17:25+09:00
v409_portfolio,4912,491171,4898,4921,912,1295,tools/in,100,v409_portfolio5,2026-04-28T22:16:36+09:00
v409_portfolio,4913,491315,4898,4922,1275,1529,tools/in,100,v409_portfolio7,2026-04-28T22:18:32+09:00
v409_portfolio,4913,491337,4898,4922,1462,1626,tools/in,100,v409_portfolio8_load0,2026-04-28T22:21:08+09:00
v409_portfolio,4914,491377,4898,4922,1977,4621,tools/in,100,v409_portfolio9_finalcheck,2026-04-28T22:23:51+09:00
v409_portfolio,4913,491337,4898,4922,1481,1972,tools/in,100,v409_portfolio8_final,2026-04-28T22:27:31+09:00
v409_portfolio,4913,491315,4898,4922,1281,1753,tools/in,100,v409_portfolio7_final,2026-04-28T22:30:48+09:00
v410_dp,4857,485721,4832,4887,214,279,tools/in,100,v410_dp_initial,2026-04-29T01:11:53+09:00
v411_dp2,4854,485409,4829,4879,224,485,tools/in,100,v411_dp2_relaxed_anchor_fallback,2026-04-29T01:17:03+09:00
v411_dp2,4855,485508,4829,4886,221,283,tools/in,100,v411_dp2_relaxed_anchor_one_turn,2026-04-29T01:17:52+09:00
v412,4857,485722,4832,4887,217,316,tools/in,100,v412_lookahead,2026-04-29T01:26:51+09:00
v413_beam,4862,486154,4834,4891,361,551,tools/in,100,v413_beam_topk_path,2026-04-29T01:30:14+09:00
v413_beam,4861,486149,4831,4886,499,1154,tools/in,100,v413_beam_mid_fallback,2026-04-29T01:35:32+09:00
v412_lookahead,4857,485721,4832,4887,215,293,tools/in,100,v412_lookahead_score_now_next,2026-04-29T01:39:16+09:00
v414_beam_lookahead,4861,486116,4827,4890,228,417,tools/in,100,v414_beam_lookahead,2026-04-29T01:46:19+09:00
v413_beam,4863,486252,4834,4887,389,593,tools/in,100,v413_beam_normal_wide,2026-04-29T01:53:24+09:00
v413_beam,4857,485729,4828,4887,231,400,tools/in,100,v413_turn_beam_edge4_width96_fb,2026-04-29T02:03:51+09:00
v410_dp,4857,485721,4832,4887,316,471,tools/in,100,sid-reversed,2026-04-29T10:56:17+09:00
v410_dp,4857,485721,4832,4887,34,50,tools/in,100,v410_fixed_state_local_blocks,2026-04-29T11:12:21+09:00
v415_dp3,4824,482430,4787,4850,15,26,tools/in,100,v415_dp3_plateau_random,2026-04-29T21:07:29+09:00
v416_dp4,4940,494049,4931,4953,8,19,tools/in,100,v416_dp_endpoint_exact,2026-04-29T23:53:38+09:00
v418_dp_rollback_beam,4969,496926,4966,4972,14309,31050,tools/in,100,v418_rollback_beam,2026-04-30T01:00:46+09:00
v419_dp_delta,4968,496842,4966,4971,1705,2060,tools/in,100,v419_delta_move_o1,2026-04-30T01:28:03+09:00
v419_dp_delta,4968,496842,4966,4971,1455,1630,tools/in,100,v419_move_u8_fixed_dp,2026-04-30T01:39:54+09:00
v419_dp_delta,4968,496842,4966,4971,1552,2255,tools/in,100,v419_child_eval_no_rescan,2026-04-30T01:48:13+09:00
v420_dp_beam40,4968,496835,4966,4971,3131,4468,tools/in,100,v420_dp40_start40,2026-04-30T01:50:47+09:00
v420_dp_beam40,4968,496823,4964,4971,2210,3615,tools/in,100,user_updated_beam40,2026-04-30T01:57:59+09:00
