bin,total_avg,total_sum,total_min,total_max,avg_elapsed,max_elapsed,eval_set,total_cases,label,executed_at
v019_no_move_growth_sa,64365010,6436501026,25863428,99134873,867,1344,tools/in,100,B-026 growth SA k2 i512,2026-08-02T01:28:11+09:00
v020_no_move_growth_rollout,64268283,6426828321,25938873,99134873,861,1373,tools/in,100,B-027 growth rollout,2026-08-02T01:35:31+09:00
v021_no_move_departure_affinity,64148000,6414800032,25749402,99483852,865,1335,tools/in,100,B-028 departure affinity,2026-08-02T01:44:49+09:00
v022_no_move_growth_lns,64464980,6446498019,26313372,98416578,904,1378,tools/in,100,B-029 growth LNS fee focused,2026-08-02T02:02:34+09:00
v022_no_move_growth_lns,64715195,6471519468,26224597,98981859,963,1417,tools/in,100,B-029 growth LNS k32 k16,2026-08-02T02:06:51+09:00
v022_no_move_growth_lns,64776951,6477695096,25961950,98880920,993,1433,tools/in,100,B-029 LNS large40 mid8,2026-08-02T02:08:54+09:00
v023_no_move_slot_calendar,65085049,6508504897,25961950,100833655,1048,1431,tools/in,100,B-030 large slot calendar,2026-08-02T02:22:23+09:00
v023_no_move_slot_calendar,65030936,6503093583,25961950,100527043,1059,1436,tools/in,100,b030_slot_calendar_penalty_2x,2026-08-02T02:25:55+09:00
v023_no_move_slot_calendar,64983490,6498348983,25961950,101498064,1056,1436,tools/in,100,b030_slot_calendar_penalty_half,2026-08-02T02:27:13+09:00
v023_no_move_slot_calendar,65080345,6508034522,25961950,100833655,1051,1436,tools/in,100,B-030-final-slot-calendar,2026-08-02T02:28:54+09:00
v024_no_move_capacity_reserve,65114239,6511423912,26190023,102367970,1071,1443,tools/in,100,B-031-capacity-reserve-095,2026-08-02T02:38:38+09:00
v024_no_move_capacity_reserve,65307135,6530713457,25961950,101334022,1064,1442,tools/in,100,B-031-capacity-reserve-0975,2026-08-02T02:40:13+09:00
v025_no_move_growth_slot,65276011,6527601054,25961950,101334022,1075,1451,tools/in,100,B-032-growth-slot-calendar,2026-08-02T02:47:42+09:00
v025_no_move_growth_slot,65283687,6528368668,25961950,101334022,1084,1444,tools/in,100,B-032-growth-slot-alternative-only,2026-08-02T02:49:11+09:00
v026_no_move_medium_slots,65265062,6526506225,25961950,101854588,1100,1442,tools/in,100,B-033-medium-slot-layer,2026-08-02T03:02:55+09:00
v026_no_move_medium_slots,65257628,6525762793,25961950,101654350,1095,1437,tools/in,100,B-033-medium-slot-half-penalty,2026-08-02T03:04:49+09:00
v027_no_move_slot_veto,65024249,6502424876,25961950,99875636,1074,1438,tools/in,100,B-034-robust-slot-veto,2026-08-02T03:17:51+09:00
v027_no_move_slot_veto,65036583,6503658322,25961950,101038333,1075,1436,tools/in,100,B-034-quarter-robust-slot-veto,2026-08-02T03:20:14+09:00
v028_no_move_compact_inventory,65216250,6521624999,25961950,99176009,1093,1448,tools/in,100,B-035-compact-fit-inventory,2026-08-02T03:31:43+09:00
v029_no_move_box_growth,65700592,6570059225,26347018,100564517,1064,1443,tools/in,100,B-036-box-growth,2026-08-02T03:41:24+09:00
v030_no_move_future_fit,65726747,6572674668,26347018,101589694,1097,1443,tools/in,100,B-037-future-fit,2026-08-02T03:54:56+09:00
v031_no_move_future_components,65556917,6555691743,26347018,100334675,1164,1452,tools/in,100,B-038-future-components,2026-08-02T04:05:18+09:00
v032_no_move_cross_perimeter,65526435,6552643533,26987343,100143821,1234,1452,tools/in,100,B-021-cross-perimeter,2026-08-02T04:13:03+09:00
v034_no_move_growth_topology,65710384,6571038442,26316741,100564517,1062,1440,tools/in,100,B-040-growth-topology,2026-08-02T04:34:02+09:00
v035_no_move_growth_cutloss,65828027,6582802707,26320320,101007909,1110,1449,tools/in,100,B-041-growth-cutloss,2026-08-02T04:50:03+09:00
v036_no_move_reservation_price,65255959,6525595934,26320320,98922273,1082,1449,tools/in,100,B-022-reservation-price,2026-08-02T04:57:48+09:00
v037_no_move_prefix_theta,65733682,6573368211,26320320,101739302,1093,1449,tools/in,100,B-023-prefix-theta,2026-08-02T05:09:47+09:00
v038_no_move_prefix_reserve,65816980,6581698046,26320320,102820819,1095,1448,tools/in,100,B-042-prefix-reserve-095,2026-08-02T05:18:52+09:00
v039_no_move_temporal_cutloss,65516050,6551605038,26808086,98655657,1139,1456,tools/in,100,B-046-temporal-cutloss,2026-08-02T05:40:21+09:00
v040_no_move_biased_swap,65878542,6587854195,26792427,101951229,1152,1456,tools/in,100,B-043-biased-swap,2026-08-02T05:59:30+09:00
v041_no_move_swap_rollout,65829968,6582996812,26661591,101192112,1171,1458,tools/in,100,B-047-swap-rollout,2026-08-02T06:08:58+09:00
v042_no_move_admission_rollout,65765420,6576541974,26320320,101019733,1130,1453,tools/in,100,B-044-admission-rollout,2026-08-02T07:00:06+09:00
v043_no_move_causal_veto,65837095,6583709517,26320320,102664562,1136,1454,tools/in,100,B-048-causal-veto-m104,2026-08-02T07:05:49+09:00
v043_no_move_causal_veto,66100156,6610015602,26320320,102484333,1137,1467,tools/in,100,B-048-causal-veto-m110,2026-08-02T07:08:10+09:00
v043_no_move_causal_veto,65706940,6570694015,26358329,102694601,1226,1467,tools/in,100,B-048-causal-veto-m120,2026-08-02T07:15:16+09:00
v043_no_move_causal_veto,65824529,6582452919,26315173,101085680,1190,1459,tools/in,100,B-048-causal-veto-m115,2026-08-02T07:16:48+09:00
v043_no_move_causal_veto,65819618,6581961767,26319899,101215357,1198,1461,tools/in,100,B-048-causal-veto-m112,2026-08-02T07:18:08+09:00
v044_no_move_veto_biased,66057875,6605787493,26715617,101818739,1186,1459,tools/in,100,B-049-veto-biased-combo,2026-08-02T07:23:29+09:00
v045_no_move_geometry_veto,65571623,6557162347,26312033,102484333,1214,1503,tools/in,100,B-050-park-boundary-veto,2026-08-02T07:27:15+09:00
v045_no_move_geometry_veto,66124977,6612497720,26320320,102484333,1129,1454,tools/in,100,B-050-park-boundary-veto-isolated,2026-08-02T07:29:11+09:00
v043_no_move_causal_veto,66205201,6620520142,26320320,101215357,1139,1454,tools/in,100,B-048-causal-veto-m112-isolated,2026-08-02T07:31:09+09:00
v043_no_move_causal_veto,66142553,6614255279,26320320,101085680,1136,1454,tools/in,100,B-048-causal-veto-m115-isolated,2026-08-02T07:32:26+09:00
v043_no_move_causal_veto,66270794,6627079441,26320320,101205722,1141,1455,tools/in,100,B-048-causal-veto-m113-isolated,2026-08-02T07:33:41+09:00
v043_no_move_causal_veto,66119308,6611930779,26320320,103037217,1143,1454,tools/in,100,B-048-causal-veto-m114-isolated,2026-08-02T07:34:53+09:00
v045_no_move_geometry_veto,66247020,6624702017,26320320,101205722,1130,1453,tools/in,100,B-050-park-boundary-veto-m113-isolated,2026-08-02T07:37:04+09:00
v044_no_move_veto_biased,66356164,6635616368,26792427,101983580,1140,1455,tools/in,100,B-049-veto-biased-m113-isolated,2026-08-02T07:38:53+09:00
v046_no_move_deep_biased,65986149,6598614894,27079793,101745879,1193,1459,tools/in,100,B-053-deep-biased-2048-isolated,2026-08-02T07:46:27+09:00
v047_no_move_strong_biased,66407491,6640749064,27014838,102875856,1141,1462,tools/in,100,B-054-strong-biased-200k-isolated,2026-08-02T07:53:23+09:00
v047_no_move_strong_biased,66408521,6640852089,26632139,101823636,1135,1454,tools/in,100,B-054-strong-biased-300k-isolated,2026-08-02T07:55:18+09:00
v048_no_move_release_atlas,66265113,6626511333,26632139,101602385,1174,1454,tools/in,100,B-051-release-atlas-isolated,2026-08-02T08:20:32+09:00
v049_no_move_room_pareto,66070832,6607083220,26441607,103239201,1205,1456,tools/in,100,B-055-room-pareto-isolated,2026-08-02T08:25:12+09:00
v050_move_strong_biased,67416980,6741697985,25539503,101294004,951,1372,tools/in,100,B-056 v047 strong biased with moves,2026-08-02T08:48:25+09:00
v053_posterior_rollout,67545422,6754542236,25539503,102150455,926,1374,tools/in,100,posterior-rollout,2026-08-02T14:20:41+09:00
v052_adaptive_capacity,66443095,6644309546,25539503,101154571,925,1304,tools/in,100,,2026-08-02T16:13:29+09:00
v056_persistent_owner,63150878,6315087778,25539503,98854027,1136,1393,tools/in,100,B-062-persistent-owner-practical,2026-08-02T23:17:03+09:00
v057_deferred_relocation,65550364,6555036388,25543228,99596271,1041,1312,tools/in,100,B-064-deferred-relocation,2026-08-03T00:53:16+09:00
v058_pocket_packing,66984193,6698419311,25539503,100778199,954,1324,tools/in,100,B-065 static exact-fit pocket packing,2026-08-03T01:36:09+09:00
v059_theta_map,66841809,6684180867,25651086,101770542,944,1313,tools/in,100,B-066 O(1) theta MAP isolate,2026-08-03T15:30:10+09:00
v060_groupwise_theta,66906974,6690697401,25651086,102254391,939,1312,tools/in,100,exact-posterior-groupwise-theta,2026-08-03T15:56:28+09:00
v061_prefix_map_rollout,66590713,6659071286,25614858,100708805,963,1320,tools/in,100,prefix-corrected-map-rollout,2026-08-03T17:01:54+09:00
v063_no_move_size_gradient,65663423,6566342276,26500150,102145562,1149,1417,tools/in,100,B-072_size_gradient,2026-08-04T01:20:00+09:00
v064_no_move_contact_sync,65977199,6597719935,26640445,102501426,1125,1418,tools/in,100,B-075_contact_sync,2026-08-04T01:38:15+09:00
v065_no_move_canonical_rollout,66672375,6667237455,26695677,101359228,1163,1706,tools/in,100,B-076_canonical_rollout,2026-08-04T02:00:37+09:00
v066_dynamic_gap_relocation,66596757,6659675692,26416913,103478181,1019,1307,tools/in,100,B-077_dynamic_gap,2026-08-04T02:11:46+09:00
v067_posterior_long_stay_veto,56205720,5620572049,19650158,93182688,779,1291,tools/in,100,B-078_long_stay_veto,2026-08-04T02:14:54+09:00
v068_balanced_repack,65621228,6562122788,25999717,104007404,796,1313,tools/in,100,B-079_balanced-repack-connectivity-fix,2026-08-04T09:59:56+09:00
v069_adaptive_time_budget,67127264,6712726394,25539503,102003409,951,1315,tools/in,100,adaptive_time_budget,2026-08-04T15:50:39+09:00
v070_spare_time_deep_repack,67115260,6711526005,26142758,99709605,1042,1382,tools/in,100,spare_time_deep_repack,2026-08-04T16:20:54+09:00
v071_articulation_growth,67590203,6759020259,26372727,100712813,968,1308,tools/in,100,B-086-articulation-growth-port,2026-08-04T16:43:22+09:00
v072_anytime_holdout_rollout,67484717,6748471662,26871018,101059914,1112,1359,tools/in,100,B-085-anytime-holdout-rollout,2026-08-04T17:06:13+09:00
v074_expected_terminal_load,66395618,6639561817,25469211,102595739,956,1315,tools/in,100,expected_terminal_load_single_factor,2026-08-05T00:37:28+09:00
v075_prefix_terminal_load,66400626,6640062578,25614858,101521991,940,1311,tools/in,100,prefix_terminal_load_single_factor,2026-08-05T00:45:54+09:00
v076_simple_terminal_weight,67153906,6715390607,25539503,102173604,916,1313,tools/in,100,simple_terminal_weight_single_factor,2026-08-05T01:05:37+09:00
v077_usable_capacity_shadow,67502013,6750201331,25539503,104448413,914,1314,tools/in,100,B-092-usable-capacity-shadow,2026-08-06T22:25:19+09:00
v078_hybrid_clearance,67586411,6758641081,26444556,99838693,1179,1415,tools/in,100,B-093-hybrid-clearance,2026-08-06T23:47:57+09:00
v079_causal_adjudication_hybrid,67778857,6777885659,26815210,100159588,1183,1424,tools/in,100,B-094-causal-adjudication-hybrid,2026-08-07T09:31:10+09:00
v081_deep_terminal_hybrid,68361114,6836111429,27547859,103204232,1171,1417,tools/in,100,B-096-deep-terminal-hybrid,2026-08-09T11:20:38+09:00
v080_terminal_rollout_hybrid,68179439,6817943893,27541576,102922364,1183,1425,tools/in,100,B-095-terminal-rollout-hybrid,2026-08-09T11:24:42+09:00
v082_continuous_topology_portfolio,67455918,6745591848,26108497,99316800,1094,1340,tools/in,100,B-097-continuous-topology-portfolio,2026-08-09T15:23:22+09:00
v083_same_economics_topology_challenger,68485942,6848594229,27517445,103204232,1168,1418,tools/in,100,B-098-same-economics-topology-challenger,2026-08-09T17:10:51+09:00
v084_value_aware_work_scheduler,68473405,6847340470,27693548,103207263,1148,1420,tools/in,100,B-099-value-aware-work-scheduler,2026-08-09T18:55:20+09:00
v085_departure_event_time_price,64653217,6465321669,27284728,94493886,1285,1425,tools/in,100,B-087-departure-event-time-price,2026-08-09T19:18:53+09:00
v086_cpp_faithful_runtime,68471682,6847168226,27204312,103196468,1174,1424,tools/in,100,B-101-cpp-faithful-runtime,2026-08-09T20:36:13+09:00
v087_faithful_latest_portfolio,68376844,6837684441,27149519,102811585,1174,1421,tools/in,100,B-102-faithful-latest-portfolio,2026-08-09T20:50:59+09:00
v088_v083_hotpath_runtime,69206890,6920689030,27408756,103916783,933,1400,tools/in,100,B-104-v083-hotpath-runtime,2026-08-09T23:24:07+09:00
v089_repack_parent_arena,69202918,6920291824,27683812,103916783,922,1419,tools/in,100,B-105-repack-parent-arena,2026-08-10T00:11:43+09:00
v090_rough_compact_bitset,69246417,6924641748,27117992,103916783,877,1384,tools/in,100,B-106 rough compact bitset,2026-08-10T01:09:38+09:00
v091_slack_holdout_rollout,69268432,6926843172,27300010,103542733,881,1381,tools/in,100,B-107 slack holdout rollout,2026-08-10T01:59:42+09:00
v092_reserve_gated_holdout,69143811,6914381096,27219578,102602833,905,1372,tools/in,100,B-108 reserve-gated second-tier holdout,2026-08-10T05:02:29+09:00
