bin,total_avg,total_sum,total_min,total_max,avg_elapsed,max_elapsed,eval_set,total_cases,label,executed_at
v005_scored_macro_search,227.11,22711,59,666,1509,1519,tools/in,100,v005_len13,2026-05-30T19:47:21+09:00
v005_scored_macro_search,229.85,22985,59,666,1510,1514,tools/in,100,v005_len14,2026-05-30T19:48:42+09:00
v006_beam_order,222.52,22252,59,656,1210,1222,tools/in,100,v006_beam_w10_d3_q120,2026-05-30T20:17:46+09:00
v006_beam_order,222.56,22256,59,656,1357,1371,tools/in,100,v006_beam_w10_d3_q135,2026-05-30T20:19:05+09:00
v006_beam_order,222.55,22255,59,656,1209,1220,tools/in,100,v006_beam_w10_d3_q120_final,2026-05-30T20:20:50+09:00
v007_multi_q_beam,218.27,21827,58,656,1132,1205,tools/in,100,v007_multi_q_beam_pool8_q110,2026-05-30T21:05:07+09:00
v007_multi_q_beam,217.32,21732,58,656,1158,1315,tools/in,100,v007_multi_q_beam_pool16_q110,2026-05-30T21:06:23+09:00
v007_multi_q_beam,216.61,21661,58,656,1207,1467,tools/in,100,v007_multi_q_beam_pool32_q110,2026-05-30T21:07:34+09:00
v007_multi_q_beam,222.00,22200,58,720,1158,1466,tools/in,100,v007_multi_q_beam_pool32_q105,2026-05-30T21:08:59+09:00
v007_multi_q_beam,217.12,21712,58,656,1184,1406,tools/in,100,v007_multi_q_beam_pool24_q110,2026-05-30T21:10:15+09:00
v007_multi_q_beam,216.61,21661,58,656,1209,1446,tools/in,100,v007_multi_q_beam_pool32_q110_guard06,2026-05-30T21:11:44+09:00
v008_fast_beam,222.04,22204,58,720,1199,1447,tools/in,100,v008_dist_scratch_pool32_q110,2026-05-30T21:21:33+09:00
v008_fast_beam,216.57,21657,58,656,1192,1472,tools/in,100,v008_full_dist_scratch_pool32_q110_guard06,2026-05-30T21:25:53+09:00
v008_fast_beam,216.06,21606,58,656,1234,1447,tools/in,100,v008_full_dist_scratch_pool48_q110_guard06,2026-05-30T21:27:13+09:00
v008_fast_beam,215.95,21595,58,656,1273,1454,tools/in,100,v008_full_dist_scratch_pool64_q110_guard06,2026-05-30T21:28:31+09:00
v008_fast_beam,215.69,21569,58,656,1318,1456,tools/in,100,v008_full_dist_scratch_pool96_q110_guard06,2026-05-30T21:29:53+09:00
v008_fast_beam,215.57,21557,58,656,1347,1449,tools/in,100,v008_full_dist_scratch_pool128_q110_guard06,2026-05-30T21:31:18+09:00
v008_fast_beam,215.53,21553,58,656,1382,1457,tools/in,100,v008_full_dist_scratch_pool192_q110_guard06,2026-05-30T21:32:49+09:00
v008_fast_beam,215.53,21553,58,656,1380,1448,tools/in,100,v008_fast_beam_pool192_q110_final,2026-05-30T21:34:40+09:00
v009_no_all_f_macro,215.54,21554,58,656,1380,1488,tools/in,100,v009_no_all_f_pool192_q110,2026-05-30T22:04:44+09:00
v009_no_all_f_macro,215.54,21554,58,656,1381,1450,tools/in,100,v009_no_all_f_pool192_q110_rerun,2026-05-30T22:05:58+09:00
v010_afterburner,215.13,21513,56,656,1405,1604,tools/in,100,v010_afterburner_pool192_q110,2026-05-30T22:16:02+09:00
v010_afterburner,215.33,21533,56,656,1316,1461,tools/in,100,v010_afterburner_guard020,2026-05-30T22:17:44+09:00
v010_afterburner,215.76,21576,56,656,1350,1586,tools/in,100,v010_afterburner_guard016,2026-05-30T22:19:09+09:00
v010_afterburner,215.75,21575,56,656,1321,1482,tools/in,100,v010_afterburner_guard020_final,2026-05-30T22:20:39+09:00
v010_afterburner,215.23,21523,56,656,1406,1584,tools/in,100,v010_afterburner_max48_guard006,2026-05-30T22:22:53+09:00
v010_afterburner,215.12,21512,56,656,1379,1528,tools/in,100,v010_afterburner_max48_guard010,2026-05-30T22:24:22+09:00
v010_afterburner,215.19,21519,56,656,1359,1506,tools/in,100,v010_afterburner_max48_guard012,2026-05-30T22:26:02+09:00
v010_afterburner,215.21,21521,56,656,1361,1532,tools/in,100,v010_afterburner_max48_guard013,2026-05-30T22:27:29+09:00
v010_afterburner,215.21,21521,56,656,1355,1546,tools/in,100,v010_afterburner_pool128_max48_guard010,2026-05-30T22:29:02+09:00
v011_staging_s_macro,215.53,21553,58,656,1420,1604,tools/in,100,v011_staging_s_macro_top24,2026-05-30T22:38:47+09:00
v012_multi_macro_switch,215.72,21572,58,656,1312,1367,tools/in,100,v012_multi_macro_k6_sets3_guard020,2026-05-30T22:51:48+09:00
v012_multi_macro_switch,215.81,21581,58,656,1340,1468,tools/in,100,v012_multi_macro_k6_sets3_mbeam,2026-05-30T22:54:35+09:00
v012_multi_macro_switch,216.18,21618,58,656,1424,1503,tools/in,100,v012_multi_macro_opportunistic,2026-05-30T22:56:16+09:00
v013_pure_multi_macro_switch,256.24,25624,85,767,176,426,tools/in,100,v013_pure_multi_beam_pcost2,2026-05-30T23:17:56+09:00
v104_pro_sa,203.11,20311,55,559,1547,1550,tools/in,100,,2026-05-30T23:47:32+09:00
v105_pro_beam2,205.16,20516,58,541,1344,1587,tools/in,100,,2026-05-31T00:12:41+09:00
v106_sa2,197.82,19782,55,513,1547,1557,tools/in,100,,2026-05-31T00:24:51+09:00
v106_sa2,197.33,19733,55,512,1549,1557,tools/in,100,log_analysis,2026-05-31T00:34:47+09:00
v106_sa2,197.79,19779,55,522,1553,1582,tools/in,100,log_analysis_q,2026-05-31T00:38:48+09:00
v107_sa3,197.14,19714,55,511,1589,1607,tools/in,100,,2026-05-31T00:48:32+09:00
v107_sa3,198.38,19838,55,512,1569,1875,tools/in,100,margin030,2026-05-31T00:51:48+09:00
v107_sa3,197.68,19768,55,512,1568,1614,tools/in,100,margin035_guard065,2026-05-31T00:55:01+09:00
v108_sa4,197.18,19718,55,512,1586,1592,tools/in,100,,2026-05-31T01:01:19+09:00
v108_sa4,197.50,19750,55,511,1587,1637,tools/in,100,only_len17,2026-05-31T01:04:58+09:00
v109_sa5,196.56,19656,55,514,1586,1593,tools/in,100,,2026-05-31T01:12:51+09:00
v110_sa6,196.43,19643,55,512,1587,1603,tools/in,100,,2026-05-31T01:24:26+09:00
v111_sa7,196.49,19649,55,512,1586,1592,tools/in,100,,2026-05-31T01:32:04+09:00
v111_sa7,196.41,19641,55,512,1587,1654,tools/in,100,,2026-05-31T01:35:11+09:00
v112_pro_MacroAwareGreedyRouting,195.90,19590,55,512,1587,1619,tools/in,100,,2026-05-31T02:54:54+09:00
v113_pro_MacroSelfDup,194.63,19463,55,509,1583,1593,tools/in,100,,2026-05-31T03:00:51+09:00
v114_pro_past_survey1,194.64,19464,55,507,1586,1733,tools/in,100,,2026-05-31T09:48:36+09:00
v115_pro_past_survey2,193.69,19369,55,508,1580,1603,tools/in,100,,2026-05-31T09:49:12+09:00
v114_pro_past_survey1,194.12,19412,55,507,1583,1590,tools/in,100,,2026-05-31T09:53:16+09:00
v116_pro_past_survey2,193.62,19362,55,507,1580,1588,tools/in,100,,2026-05-31T10:07:36+09:00
v117_lazy_effect_cache,193.74,19374,55,508,1581,1590,tools/in,100,v117_lazy_effect_cache,2026-05-31T11:57:39+09:00
v118_route_early_stop,193.67,19367,55,507,1580,1590,tools/in,100,v118_route_early_stop,2026-05-31T12:30:36+09:00
v120_pro_power_macro_graph_sa_afterburner,193.84,19384,55,508,1581,1588,tools/in,100,,2026-05-31T20:12:36+09:00
v119_pro_q_macro_graph_delivery_sa,193.08,19308,55,507,1581,1588,tools/in,100,no_fingerprint_selector,2026-05-31T20:41:18+09:00
v119_pro_q_macro_graph_delivery_sa,203.47,203469,49,583,1582,1596,tools/val1,1000,val1_compare_j1_v119_no_selector,2026-05-31T21:00:04+09:00
v116_pro_past_survey2,204.46,204459,49,592,1578,1678,tools/val1,1000,val1_compare_j1_v116,2026-05-31T21:26:36+09:00
v014_macro_beam,244.39,24439,59,852,1584,1597,tools/in,100,,2026-06-01T00:48:52+09:00
v121_pro_past_survey3,224.50,22450,55,1735,1586,1595,tools/in,100,,2026-06-01T10:50:06+09:00
v121_pro_past_survey3,192.92,19292,55,509,1586,1590,tools/in,100,fit_limits,2026-06-01T10:55:04+09:00
v122_priority_short_candidates,193.06,19306,55,509,1586,1595,tools/in,100,no_freq,2026-06-01T11:05:08+09:00
v123_more_sa_candidates,192.81,19281,55,510,1586,1595,tools/in,100,sa_slice_2third_again,2026-06-01T11:22:41+09:00
v124_unbounded_sa_pool,192.80,19280,55,514,1586,1593,tools/in,100,unbounded_sa_pool,2026-06-01T11:38:49+09:00
v125_qpool96,192.68,19268,55,510,1586,1591,tools/in,100,qpool96,2026-06-01T11:43:13+09:00
v126_no_sa_slice_cap,192.68,19268,55,511,1586,1593,tools/in,100,no_sa_slice_cap,2026-06-01T11:57:57+09:00
v127_more_sa_time,192.13,19213,55,509,1586,1594,tools/in,100,q_search_40pct,2026-06-01T12:11:07+09:00
v128_q_search_35pct,192.16,19216,55,507,1586,1602,tools/in,100,q_search_35pct,2026-06-01T12:33:29+09:00
v129_fast_sa_iter,191.94,19194,55,510,1586,1590,tools/in,100,fast_sa_iter,2026-06-01T13:10:05+09:00
v130_sa_suffix_eval,191.99,19199,55,507,1586,1590,tools/in,100,q_search_45pct_suffix_eval,2026-06-01T13:24:29+09:00
v131_sa_move_mix,192.34,19234,55,513,1585,1587,tools/in,100,sa_move_mix_initial,2026-06-01T13:44:41+09:00
v131_sa_move_mix,192.37,19237,55,508,1585,1587,tools/in,100,sa_move_mix_oldish,2026-06-01T13:56:40+09:00
v132_temp_move_mix,192.34,19234,55,509,1585,1587,tools/in,100,temp_move_mix,2026-06-01T15:23:15+09:00
v132_temp_move_mix,192.32,19232,55,509,1585,1590,tools/in,100,temp_move_mix_late_local,2026-06-01T15:28:14+09:00
v133_short_zigzag_priority,191.53,19153,55,510,1585,1609,tools/in,100,short_zigzag_priority,2026-06-01T15:49:31+09:00
v134_route_early_stop,191.64,19164,55,510,1585,1589,tools/in,100,route_early_stop,2026-06-01T15:59:32+09:00
v135_multi_greedy_basic_ops,191.72,19172,55,508,1585,1589,tools/in,100,multi_greedy_basic_ops,2026-06-01T16:06:57+09:00
v136_allow_power_v119,191.26,19126,55,509,1585,1590,tools/in,100,allow_power_v119_on_v134,2026-06-01T16:13:59+09:00
v137_allow_power_always,191.17,19117,55,509,1585,1593,tools/in,100,allow_power_always_on_v136,2026-06-01T16:20:59+09:00
v138_v133_allow_power_always,191.20,19120,55,507,1585,1591,tools/in,100,v133_allow_power_always,2026-06-01T16:26:24+09:00
v139_sa_beam_init,191.18,19118,55,508,1585,1589,tools/in,100,sa_beam_init_on_v137,2026-06-01T16:40:53+09:00
v140_sa_local_improve,191.21,19121,55,510,1585,1590,tools/in,100,sa_local_improve_on_v137,2026-06-01T16:46:53+09:00
v141_original_long_zigzag,191.26,19126,55,509,1585,1594,tools/in,100,original_long_zigzag_on_v137,2026-06-01T16:54:14+09:00
v142_measure_precompute,191.21,19121,55,509,1585,1589,tools/in,100,measure_precompute_v137,2026-06-01T17:15:57+09:00
v143_route_seed_direct,191.23,19123,55,509,1585,1589,tools/in,100,route_seed_direct_on_v137,2026-06-01T17:45:48+09:00
v144_measure_route_seed_direct,191.43,19143,55,510,1585,1589,tools/in,100,measure_route_seed_direct,2026-06-01T17:50:55+09:00
v145_route_scratch,191.14,19114,55,508,1585,1589,tools/in,100,route_scratch_on_v137,2026-06-01T17:59:23+09:00
v146_packed_csr_routes,191.04,19104,55,509,1585,1589,tools/in,100,packed_csr_routes,2026-06-01T18:32:49+09:00
v147_packed_csr_qpool128,191.10,19110,55,509,1585,1591,tools/in,100,packed_csr_qpool128,2026-06-01T18:40:05+09:00
v148_sa_early_prune,190.95,19095,55,511,1585,1590,tools/in,100,sa_early_prune_1of3_m2p10,2026-06-01T18:56:04+09:00
v149_sa_early_prune_strict,193.23,19323,55,537,1490,1548,tools/in,100,sa_early_prune_strict_best_limit,2026-06-01T19:02:52+09:00
v150_sa_early_prune_m1p5,191.00,19100,55,510,1566,1586,tools/in,100,sa_early_prune_1of3_m1p5,2026-06-01T19:06:53+09:00
v151_sa_early_prune_m3p15,190.89,19089,55,508,1585,1592,tools/in,100,sa_early_prune_1of3_m3p15,2026-06-01T19:13:00+09:00
v152_qpool256_prune_p10,192.32,19232,55,522,1576,1586,tools/in,100,qpool256_prune_p10,2026-06-01T19:27:38+09:00
v153_qpool256_prune_m3p15,190.85,19085,55,508,1585,1590,tools/in,100,qpool256_prune_m3p15,2026-06-01T19:41:34+09:00
v154_two_stage_sa,190.91,19091,55,509,1592,1607,tools/in,100,two_stage_sa_probe45_keep96,2026-06-01T20:32:54+09:00
v154_two_stage_sa,190.62,19062,55,509,1592,1600,tools/in,100,two_stage_sa_probe75_keep96,2026-06-01T20:37:01+09:00
v155_transport_macro,190.72,19072,55,509,1580,1626,tools/in,100,transport_macro_sqs,2026-06-01T22:09:11+09:00
v156_sws_only_macro,479.46,47946,79,1727,254,580,tools/in,100,sws_only_macro,2026-06-01T22:30:31+09:00
v157_sws_repeat_macro,448.72,44872,70,1656,401,1588,tools/in,100,sws_repeat_macro,2026-06-01T22:37:23+09:00
v158_composed_register,195.24,19524,55,531,1633,2053,tools/in,100,composed_register,2026-06-01T22:57:47+09:00
v158_composed_register,197.38,19738,55,798,1601,1706,tools/in,100,composed_register_l0,2026-06-01T23:01:39+09:00
v158_composed_register,190.72,19072,55,507,1609,1656,tools/in,100,composed_register_final_defopt,2026-06-01T23:14:47+09:00
v158_composed_register,190.70,19070,55,506,1610,1652,tools/in,100,composed_register_seeded_final,2026-06-01T23:20:09+09:00
v158_composed_register,193.74,19374,55,505,1628,3545,tools/in,100,macro_of_macro_start,2026-06-02T00:08:58+09:00
v158_composed_register,190.87,19087,55,507,1613,1660,tools/in,100,macro_of_macro_start_rerun,2026-06-02T00:12:45+09:00
v158_composed_register,190.25,19025,55,505,1610,1683,tools/in,100,macro_of_macro_gain2,2026-06-02T00:24:51+09:00
v158_composed_register,190.76,19076,55,504,1604,1641,tools/in,100,macro_of_macro_gain3,2026-06-02T00:29:45+09:00
v159_random_macro_sa,191.08,19108,55,508,1603,1652,tools/in,100,random_sa_selection,2026-06-02T00:48:02+09:00
v160_power_recompress,190.66,19066,55,509,1551,1605,tools/in,100,v160_power_recompress_q23_post,2026-06-02T01:44:32+09:00
v161_current_macro_exact,190.57,19057,55,508,1533,1576,tools/in,100,v161_current_macro_exact_post,2026-06-02T01:47:15+09:00
v162_wider_exact_recompress,190.09,19009,55,508,1499,1527,tools/in,100,v162_wider_exact_post384,2026-06-02T10:50:01+09:00
v163_composed_plus_exact,189.89,18989,55,505,1498,1524,tools/in,100,v163_mom_plus_wider_exact,2026-06-02T10:58:47+09:00
v164_power_pair_score,189.69,18969,56,504,1498,1525,tools/in,100,v164_power_pair_score_j1,2026-06-02T14:11:18+09:00
v165_power_pair_sort_priority,189.15,18915,56,505,1499,1528,tools/in,100,pair_route_prefix_best_reapply,2026-06-02T19:13:35+09:00
v165_power_pair_sort_priority,189.22,18922,56,505,1499,1529,tools/in,100,post_deadcode_cleanup_check,2026-06-02T19:39:20+09:00
v166_mined_macro_priority,188.84,18884,54,502,1500,1524,tools/in,100,v166_mined_macro_priority,2026-06-02T22:13:22+09:00
v167_mined_macro_input_bonus,188.66,18866,54,506,1500,1529,tools/in,100,v167_mined_macro_input_bonus,2026-06-03T01:09:26+09:00
v168_fast_macro_search,188.64,18864,54,505,1498,1556,tools/in,100,v168_fast_macro_search,2026-06-03T01:47:28+09:00
v169_sa_mined_priority,188.86,18886,59,506,1499,1522,tools/in,100,v169_sa_mined_priority_sa_mining,2026-06-03T09:56:27+09:00
v169_sa_mined_priority,188.36,18836,54,505,1499,1523,tools/in,100,v169_sa_mined_priority_sa_order_safe,2026-06-03T10:01:18+09:00
v169_sa_mined_priority,188.47,18847,54,505,1498,1522,tools/in,100,v169_sa_mined_priority_sa_context_bonus,2026-06-03T10:05:37+09:00
v165_power_pair_sort_priority,199.49,199485,48,563,1501,1563,tools/val1,1000,val1_j1_compare_v169_v165,2026-06-03T10:16:42+09:00
v169_sa_mined_priority,199.06,199064,48,559,1500,1541,tools/val1,1000,val1_j1_compare_v169,2026-06-03T10:42:00+09:00
v170_diverse_sa_priority,188.29,18829,54,505,1499,1526,tools/in,100,v170_diverse_sa_priority_nomirror,2026-06-03T11:20:16+09:00
v171_parity_oriented_sa,188.46,18846,54,505,1499,1522,tools/in,100,v171_parity_oriented_sa,2026-06-03T11:34:20+09:00
v171_parity_oriented_sa,188.32,18832,54,501,1498,1522,tools/in,100,v171_parity_oriented_positive_only,2026-06-03T11:40:20+09:00
v171_parity_oriented_sa,188.39,18839,54,505,1498,1523,tools/in,100,v171_parity_oriented_cap2,2026-06-03T11:46:01+09:00
v170_diverse_sa_priority,199.13,199125,48,557,1499,1525,tools/val1,1000,val1_j1_v170_diverse_sa_priority,2026-06-03T11:53:16+09:00
v169_sa_mined_priority,188.41,18841,54,502,1499,1526,tools/in,100,v169_after_local_gate_cleanup,2026-06-03T12:50:44+09:00
v172_skip_bad_macro_generation,188.39,18839,54,505,1500,1537,tools/in,100,v172_skip_bad_macro_generation,2026-06-03T22:12:00+09:00
v172_skip_bad_macro_generation,188.40,18840,54,502,1500,1527,tools/in,100,v172_skip_len_le5_generation,2026-06-03T22:18:28+09:00
v172_skip_bad_macro_generation,188.30,18830,54,506,1499,1525,tools/in,100,v172_skip_more_bad_families,2026-06-03T23:14:58+09:00
v173_structured_regex_macro,211.95,21195,56,653,1526,1562,tools/in,100,v173_structured_regex_k4_a10_len32,2026-06-04T01:39:06+09:00
v173_structured_regex_macro,188.99,18899,61,506,1500,1527,tools/in,100,v173_structured_regex_scored_k4_a10_len24,2026-06-04T01:47:37+09:00
v174_regex_filtered_macro,188.31,18831,54,503,1500,1528,tools/in,100,v174_regex_filtered_macro,2026-06-04T02:25:29+09:00
v175_fixed_array_macro,188.51,18851,56,508,1504,1526,tools/in,100,v175_fixed_array_macro_final,2026-06-04T11:07:50+09:00
v175_fixed_array_macro,188.36,18836,56,501,1503,1529,tools/in,100,v175_final_best_observed,2026-06-04T12:08:02+09:00
v176_distance_power_initials,188.22,18822,56,506,1502,1523,tools/in,100,v176_final_pair_route_short_power,2026-06-04T15:16:10+09:00
v176_distance_power_initials,198.90,198897,48,557,1503,1529,tools/val1,1000,v176_final_pair_route_short_power_val1_j1,2026-06-04T15:23:41+09:00
v176_distance_power_initials,197.27,197268,45,582,1503,1532,tools/val2,1000,val2_j1_val1_top1_v176,2026-06-04T16:03:37+09:00
v169_sa_mined_priority,197.55,197552,45,590,1499,1524,tools/val2,1000,val2_j1_val1_top2_v169,2026-06-04T16:28:53+09:00
v170_diverse_sa_priority,197.54,197544,45,582,1499,1527,tools/val2,1000,val2_j1_val1_top3_v170,2026-06-04T16:54:03+09:00
v165_power_pair_sort_priority,197.93,197932,45,597,1500,1526,tools/val2,1000,val2_j1_val1_top4_v165,2026-06-04T17:19:13+09:00
v119_pro_q_macro_graph_delivery_sa,201.93,201926,48,597,1581,1589,tools/val2,1000,val2_j1_val1_top5_v119,2026-06-04T17:44:27+09:00
v178_fast_sa_eval,188.28,18828,56,502,1502,1532,tools/in,100,v178_fast_sa_eval_in_j1,2026-06-04T22:39:40+09:00
v178_fast_sa_eval,188.24,18824,56,505,1498,1554,tools/in,100,v178_fast_sa_eval_revpack_in_j1,2026-06-04T22:48:16+09:00
v176_distance_power_initials,198.83,198826,48,562,1504,1606,tools/val1,1000,v176_val1_j1,2026-06-04T22:59:08+09:00
v178_fast_sa_eval,198.84,198840,49,556,1498,1546,tools/val1,1000,val1_j1_diverse_v178,2026-06-04T23:36:14+09:00
v173_structured_regex_macro,201.08,201075,49,590,1499,1524,tools/val1,1000,val1_j1_diverse_v173,2026-06-05T00:01:18+09:00
v162_wider_exact_recompress,201.09,201090,49,586,1499,1677,tools/val1,1000,val1_j1_diverse_v162,2026-06-05T00:26:28+09:00
v163_composed_plus_exact,200.61,200606,49,586,1501,1551,tools/val1,1000,val1_j1_diverse_v163,2026-06-05T00:51:34+09:00
v158_composed_register,200.92,200924,49,585,1592,1603,tools/val1,1000,val1_j1_diverse_v158,2026-06-05T01:16:45+09:00
v155_transport_macro,201.49,201486,49,583,1564,1577,tools/val1,1000,val1_j1_diverse_v155,2026-06-05T01:43:28+09:00
v179_power_hint_macro,188.35,18835,56,505,1538,1558,tools/in,100,v179_power_hint_macro_in_j1,2026-06-05T03:17:47+09:00
v180_small_short_v165,190.58,19058,56,506,1498,1522,tools/in,100,v180_small_short_v165_in_j1,2026-06-05T09:47:07+09:00
v180_small_short_v165,125.83,14470,48,267,1494,1504,/private/tmp/ahc066_val1_f12_A,115,v180_pairprefix_val1_f12_A_j1,2026-06-05T09:54:00+09:00
v180_small_short_v165,128.53,7969,48,240,1493,1504,/private/tmp/ahc066_val1_f1_A,62,v180_q55_pairprefix_val1_f1_A_j1,2026-06-05T09:58:40+09:00
v180_small_short_v165,128.60,7973,48,240,1494,1507,/private/tmp/ahc066_val1_f1_A,62,v180_q35_pairprefix_val1_f1_A_j1,2026-06-05T10:00:31+09:00
v180_small_short_v165,128.10,7942,48,239,1497,1519,/private/tmp/ahc066_val1_f1_A,62,v180_q45_pairprefix_recomp1200_val1_f1_A_j1,2026-06-05T10:02:37+09:00
v180_small_short_v165,128.23,7950,48,239,1497,1517,/private/tmp/ahc066_val1_f1_A,62,v180_recomp1200_only_val1_f1_A_j1,2026-06-05T10:04:32+09:00
v180_small_short_v165,123.13,6526,57,266,1496,1521,/private/tmp/ahc066_val1_f2_A,53,v180_pairprefix_recomp1200_val1_f2_A_j1,2026-06-05T10:06:36+09:00
v180_small_short_v165,125.72,14458,48,267,1494,1521,/private/tmp/ahc066_val1_f12_A,115,v180_extra_lowwall_pairavg_val1_f12_A_j1,2026-06-05T10:09:38+09:00
v169_sa_mined_priority,324.50,2596,164,502,1499,1521,/private/tmp/ahc066_in_curvy_v181,8,v169_in_curvy_v181_baseline_j1,2026-06-05T10:28:04+09:00
v181_curvy_mined_priority,324.63,2597,164,500,1499,1521,/private/tmp/ahc066_in_curvy_v181,8,v181_in_curvy_c3_j1,2026-06-05T10:28:18+09:00
v169_sa_mined_priority,323.67,971,188,505,1505,1517,/private/tmp/ahc066_in_curvy_tpm_v181,3,v169_in_curvy_tpm_v181_baseline_j1,2026-06-05T10:30:28+09:00
v181_curvy_mined_priority,322.00,966,188,501,1506,1520,/private/tmp/ahc066_in_curvy_tpm_v181,3,v181_in_curvy_tpm_c3_j1,2026-06-05T10:30:35+09:00
v169_sa_mined_priority,318.79,4463,159,514,1498,1517,/private/tmp/ahc066_val1_f12_curvy_tpm_v181,14,v169_val1_f12_curvy_tpm_baseline_j1,2026-06-05T10:30:42+09:00
v181_curvy_mined_priority,318.21,4455,159,514,1496,1517,/private/tmp/ahc066_val1_f12_curvy_tpm_v181,14,v181_val1_f12_curvy_tpm_c3_j1,2026-06-05T10:31:05+09:00
v181_curvy_mined_priority,323.67,971,188,505,1504,1519,/private/tmp/ahc066_in_curvy_tpm_v181,3,v181_in_curvy_tpm_c3_early_j1,2026-06-05T10:32:09+09:00
v181_curvy_mined_priority,318.50,4459,159,513,1498,1517,/private/tmp/ahc066_val1_f12_curvy_tpm_v181,14,v181_val1_f12_curvy_tpm_c3_early_j1,2026-06-05T10:32:15+09:00
v181_curvy_mined_priority,188.31,18831,54,505,1497,1517,tools/in,100,v181_curvy_mined_priority_in_j1,2026-06-05T10:32:48+09:00
v181_curvy_mined_priority,200.28,80113,48,515,1500,1525,/private/tmp/ahc066_val1_f12_all_v181,400,v181_val1_f12_all_j1,2026-06-05T10:35:37+09:00
v169_sa_mined_priority,188.17,18817,54,503,1497,1520,tools/in,100,v169_rerun_in_for_v181_j1,2026-06-05T10:47:08+09:00
v169_sa_mined_priority,200.27,80106,48,511,1500,1525,/private/tmp/ahc066_val1_f12_all_v181,400,v169_rerun_val1_f12_all_for_v181_j1,2026-06-05T10:49:41+09:00
v169_sa_mined_priority,370.50,1482,315,435,1494,1518,/private/tmp/ahc066_val1_f12_curvy_strict_v181,4,v169_val1_f12_curvy_strict_baseline_j1,2026-06-05T11:01:35+09:00
v181_curvy_mined_priority,370.25,1481,315,437,1495,1520,/private/tmp/ahc066_val1_f12_curvy_strict_v181,4,v181_val1_f12_curvy_strict_j1,2026-06-05T11:01:44+09:00
v181_curvy_mined_priority,188.41,18841,54,503,1497,1517,tools/in,100,v181_curvy_strict_in_j1,2026-06-05T11:01:52+09:00
v181_curvy_mined_priority,200.17,80067,48,511,1500,1526,/private/tmp/ahc066_val1_f12_all_v181,400,v181_curvy_strict_val1_f12_all_j1,2026-06-05T11:04:54+09:00
v182_val1_rule_ensemble,188.36,18836,56,506,1501,1523,tools/in,100,v182_val1_rule_ensemble_in_j1,2026-06-05T11:37:59+09:00
v182_val1_rule_ensemble,198.78,198777,48,558,1502,1529,tools/val1,1000,v182_val1_rule_ensemble_val1_j1,2026-06-05T11:40:55+09:00
v182_val1_rule_ensemble,197.24,197238,45,580,1503,1535,tools/val2,1000,v182_val1_rule_ensemble_val2_j1,2026-06-05T12:06:02+09:00
v183_add_v178_dense,188.51,18851,56,505,1501,1524,tools/in,100,v183_add_v178_dense_in_j1,2026-06-05T13:42:39+09:00
