bin,total_avg,total_sum,total_min,total_max,avg_elapsed,max_elapsed,eval_set,total_cases,label,executed_at
v016_mi_cap200,211829280,21182928015,313210,1000000000,2016,2885,tools/in,100,v016_random_fill_fixed,2026-05-06T01:55:24+09:00
v016_mi_cap200,209987705,20998770523,312204,1000000000,1949,2887,tools/in,100,v016_random_fill_fixed_micap500,2026-05-06T02:03:43+09:00
v017_variant_pool,111802006,11180200565,312204,1000000000,1684,2882,tools/in,100,v017_variant_pool_20,2026-05-06T02:19:00+09:00
v017_variant_pool,97292877,9729287737,252920,1000000000,1608,2887,tools/in,100,v017_variant_pool_20_micap1000,2026-05-06T02:38:10+09:00
v018_variant_mix_pool,65009984,6500998449,252920,377452564,1494,2884,tools/in,100,v018_variant_mix_pool,2026-05-06T12:03:17+09:00
v019_sa_pool,69397836,6939783577,252920,368276766,1593,2882,tools/in,100,v019_sa_pool,2026-05-06T12:53:45+09:00
v019_sa_pool,67352095,6735209469,252920,368276766,1554,2884,tools/in,100,v019_sa_pool_no_accept_stop,2026-05-06T13:10:04+09:00
v020_sa_pool_dynamic_k,83594052,8359405245,252920,1000000000,1539,2882,tools/in,100,v020_sa_pool_dynamic_k,2026-05-06T13:18:16+09:00
v022_sa_pool_multistart,64284347,6428434685,252920,368348301,1521,2881,tools/in,100,v022_sa_pool_multistart,2026-05-06T14:07:20+09:00
v023_sa_delta_eval,63111698,6311169752,252920,379349310,1517,2887,tools/in,100,v023_sa_delta_eval,2026-05-06T15:04:44+09:00
v024_shape_aware_swap,60464408,6046440837,252920,366280163,1484,2885,tools/in,100,v024_shape_aware_swap,2026-05-06T15:19:08+09:00
v902_reference_complete,7702896,770289565,313630,79746205,265,2825,tools/in,100,v902_reference_complete,2026-05-06T15:31:30+09:00
v902_reference_complete,7519394,751939364,251006,53432634,277,2700,tools/in,100,v902_reference_complete_unsigned_swap_order,2026-05-06T15:32:46+09:00
v025_fast_params,54030695,5403069481,310834,369405471,1305,2888,tools/in,100,v025_fast_params,2026-05-06T15:40:21+09:00
v026_sparse_mi_delta,60508703,6050870328,310834,360412490,1314,2886,tools/in,100,v026_sparse_mi_delta,2026-05-06T15:51:13+09:00
v027_turn_topk_pool,54023630,5402362973,310834,366340649,1277,2883,tools/in,100,v027_turn_topk_pool,2026-05-06T16:00:36+09:00
v028_sweep_mi,23122571,2312257050,270956,394265466,602,2870,tools/in,100,v028_sweep_mi,2026-05-06T16:24:01+09:00
v029_sa_1p2k,23247739,2324773893,270956,391519855,501,2869,tools/in,100,v029_sa_1p2k,2026-05-06T16:41:19+09:00
v030_fixed_mi_sweeps,32111005,3211100474,301164,1000000000,434,2859,tools/in,100,v030_fixed_mi_sweeps,2026-05-06T16:50:07+09:00
v031_tuned_mi_sweeps,15380029,1538002906,310277,410405609,376,2849,tools/in,100,v031_sweep_5,2026-05-06T16:56:10+09:00
v031_tuned_mi_sweeps,11878325,1187832451,317624,403379162,339,2850,tools/in,100,v031_sweep_6,2026-05-06T16:56:49+09:00
v031_tuned_mi_sweeps,12333627,1233362656,270683,402465342,396,2850,tools/in,100,v031_sweep_7,2026-05-06T16:57:24+09:00
v031_tuned_mi_sweeps,17442438,1744243840,273657,405132308,403,2860,tools/in,100,v031_sweep_8,2026-05-06T16:58:05+09:00
v031_tuned_mi_sweeps,15063023,1506302326,317624,406600873,379,2851,tools/in,100,v031_tuned_mi_sweeps_default6,2026-05-06T16:59:00+09:00
v031_tuned_mi_sweeps,15319291,1531929060,317624,406393642,361,2862,tools/in,100,v031_sweep_6_repeat2,2026-05-06T17:00:21+09:00
v031_tuned_mi_sweeps,14462722,1446272236,270683,410777281,357,2899,tools/in,100,v031_sweep_7_repeat2,2026-05-06T17:00:58+09:00
v031_tuned_mi_sweeps,14317967,1431796720,270683,409481434,400,2859,tools/in,100,v031_tuned_mi_sweeps_default7,2026-05-06T17:01:48+09:00
v032_verify_false_negative,11174036,1117403571,371862,404656220,346,2857,tools/in,100,v032_complement_verify,2026-05-06T17:16:18+09:00
v033_verify_false_positive,14642179,1464217885,371862,404704806,397,2857,tools/in,100,v033_fp_dig_0985,2026-05-06T17:22:58+09:00
v033_verify_false_positive,11718201,1171820123,371862,403667949,380,2863,tools/in,100,v033_fp_dig_096,2026-05-06T17:24:22+09:00
v034_early_complement_verify,11223449,1122344916,371862,406491630,354,2854,tools/in,100,v034_complement_085,2026-05-06T17:26:44+09:00
v035_min_log_prob,11124602,1112460234,371862,403967655,362,2849,tools/in,100,v035_min_log_prob_neg1e9,2026-05-06T18:31:14+09:00
